condicao_corporal,historico_taxa_prenhez,intervalo_pos_parto_dias,num_partos_anteriores,dias_desde_ultima_ins,dep_fertilidade_animal,especie,raca_femea,tipo_inseminacao,protocolo_hormonal,temperatura_ambiente_c,estacao,dep_acuracia,coeficiente_endogamia,prenha
4.0,0.5726,169,0,18,7.2,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,30.4,SECA,0.7,0.02,0
3.0,0.88,93,2,66,4.6,CAPRINO,Saanen,IATF,CIDR+GnRH,28.6,SECA,0.51,0.0436,1
5.0,0.5726,169,0,92,4.7,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,28.8,CHUVOSA,0.7,0.02,1
4.0,0.88,100,1,107,10.3,CAPRINO,Saanen,IATF,CIDR+GnRH,24.2,CHUVOSA,0.57,0.0588,1
3.5,0.9,79,1,114,10.3,CAPRINO,Anglo-nubiano,IATF,Crestar,26.1,SECA,0.74,0.0257,1
3.5,0.53,61,2,19,9.6,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,21.5,CHUVOSA,0.95,0.0125,1
5.0,0.6259,197,4,73,3.5,CAPRINO,Toggenburg,IATF,Sem protocolo,28.1,CHUVOSA,0.7,0.02,0
2.0,0.5726,109,3,70,8.7,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,38.0,SECA,0.7,0.02,0
4.0,0.6672,168,0,85,7.3,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,35.9,CHUVOSA,0.7,0.02,0
3.0,0.6259,157,0,89,2.3,CAPRINO,Anglo Nubiana,IA_CONVENCIONAL,IA_CONVENCIONAL,18.5,SECA,0.7,0.02,0
4.0,0.6259,157,0,47,5.2,CAPRINO,Toggenburg,IATF,Cosynch,29.6,SECA,0.7,0.02,0
4.0,0.5726,259,5,12,7.0,OVINO,Dorper,IATF,Resynch,32.8,SECA,0.7,0.02,1
2.5,1.0,76,2,54,8.5,OVINO,Dorper,IATF,Crestar,31.2,CHUVOSA,0.91,0.0143,1
3.5,0.8,80,2,40,10.6,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,29.4,SECA,0.68,0.0079,1
4.5,0.59,81,1,151,9.8,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,CHUVOSA,0.78,0.0231,1
3.0,0.6259,157,0,96,4.8,CAPRINO,Toggenburg,IATF,Resynch,25.1,SECA,0.7,0.02,1
3.0,0.6672,168,0,62,4.9,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,21.7,SECA,0.7,0.02,1
4.0,0.64,88,3,138,8.3,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,20.8,CHUVOSA,0.93,0.0309,1
3.0,0.57,67,0,61,10.9,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,28.6,SECA,0.68,0.06,1
5.0,0.5726,267,2,95,6.9,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,31.9,SECA,0.7,0.02,0
3.0,0.6672,279,5,24,6.5,BOVINO,Sindi,IATF,Sem protocolo,22.2,CHUVOSA,0.7,0.02,1
2.0,0.07,40,2,15,4.1,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,26.2,CHUVOSA,0.52,0.0101,0
3.0,0.5726,169,0,109,6.5,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,32.8,SECA,0.7,0.02,0
4.0,0.6259,157,0,55,5.9,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,37.2,SECA,0.7,0.02,1
3.5,0.94,62,2,42,8.2,BOVINO,Tabapuã,IATF,CIDR+GnRH,21.1,CHUVOSA,0.96,0.06,1
2.5,0.41,37,1,127,3.4,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,41.9,SECA,0.78,0.06,0
3.5,0.25,31,0,142,3.8,BOVINO,Simmental,IATF,CIDR+GnRH,25.0,CHUVOSA,0.27,0.0342,0
3.0,0.22,31,1,158,3.8,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,SECA,0.46,0.06,0
3.0,0.91,73,3,78,9.2,CAPRINO,Boer,IATF,P4+EB 7 dias,27.3,CHUVOSA,0.65,0.06,1
2.0,0.6672,168,0,24,7.1,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,38.6,SECA,0.7,0.02,0
4.0,0.77,96,4,17,5.3,OVINO,Morada Nova,IATF,Crestar,31.0,SECA,0.89,0.0281,1
2.5,0.38,44,4,82,3.9,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,31.6,SECA,0.8,0.0097,0
4.0,0.11,52,2,2,0.9,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,SECA,0.32,0.0532,0
3.0,0.59,54,0,167,6.7,BOVINO,Angus,IATF,OvSynch,25.3,CHUVOSA,0.9,0.0346,1
2.0,0.27,34,1,16,6.5,BOVINO,Simmental,IATF,Crestar,22.7,SECA,0.76,0.0278,0
4.5,0.65,33,0,159,6.4,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,35.7,SECA,0.72,0.0056,0
3.5,0.85,95,0,94,7.1,BOVINO,Guzerá,IATF,CIDR+GnRH,19.7,SECA,0.61,0.0151,1
3.0,0.6672,168,0,50,5.8,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,37.2,SECA,0.7,0.02,1
3.0,0.9,100,3,30,6.5,CAPRINO,Moxotó,IATF,P4+EB 7 dias,27.4,CHUVOSA,0.46,0.024,1
3.0,0.6672,157,3,39,7.7,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,21.5,CHUVOSA,0.7,0.02,0
3.0,0.5726,219,1,34,6.9,OVINO,Santa Inês,IATF,Sem protocolo,18.9,CHUVOSA,0.7,0.02,1
3.5,0.97,50,4,174,6.4,CAPRINO,Anglo-nubiano,IATF,Crestar,29.7,CHUVOSA,0.63,0.0137,1
3.0,0.5726,169,0,44,6.0,OVINO,Bergamácia,IATF,Select Synch,20.8,CHUVOSA,0.7,0.02,1
4.0,0.6672,168,0,7,6.8,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,24.4,CHUVOSA,0.7,0.02,1
4.0,0.6672,295,2,116,9.1,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,38.4,SECA,0.7,0.02,1
4.0,0.6672,199,1,68,4.6,BOVINO,Guzerá,IATF,Sem protocolo,32.6,CHUVOSA,0.7,0.02,1
2.0,0.6259,157,0,100,5.6,CAPRINO,Anglo Nubiana,IATF,Sem protocolo,33.1,SECA,0.7,0.02,1
3.0,0.6672,168,0,52,7.4,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,28.3,SECA,0.7,0.02,1
2.0,0.6259,157,0,97,6.3,CAPRINO,Anglo Nubiana,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,SECA,0.7,0.02,0
4.0,0.6259,288,2,117,7.2,CAPRINO,Anglo Nubiana,IATF,IATF 7 dias,26.5,SECA,0.7,0.02,1
5.0,0.6672,168,0,82,6.8,BOVINO,Girolando,IATF,Sem protocolo,31.9,SECA,0.7,0.02,1
4.0,0.67,51,4,97,7.8,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,26.3,CHUVOSA,0.69,0.0369,1
4.0,0.76,101,1,33,8.1,BOVINO,Angus,IATF,Crestar,35.0,SECA,0.67,0.06,1
5.0,0.5726,169,0,31,4.7,OVINO,Santa Inês,IATF,Sem protocolo,29.6,SECA,0.7,0.02,0
1.0,0.5726,169,1,70,5.8,OVINO,Somalis,IATF,P4+EB,35.9,CHUVOSA,0.7,0.02,0
3.5,0.9,86,4,128,10.6,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,27.5,SECA,0.3,0.0259,1
5.0,0.6259,84,2,97,8.2,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,34.4,CHUVOSA,0.7,0.02,1
3.0,0.6672,35,3,94,7.0,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,31.1,SECA,0.7,0.02,0
3.0,0.64,45,4,124,7.5,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,30.2,CHUVOSA,0.64,0.06,1
4.0,0.6672,168,0,86,5.0,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,35.1,SECA,0.7,0.02,1
1.5,0.38,57,3,13,2.6,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,26.7,CHUVOSA,0.85,0.06,0
4.0,0.6672,163,2,114,7.6,BOVINO,Guzerá,IATF,Sem protocolo,29.8,CHUVOSA,0.7,0.02,1
3.0,0.5726,169,0,72,6.7,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,20.9,SECA,0.7,0.02,1
3.0,0.77,72,3,23,8.0,OVINO,Morada Nova,IATF,OvSynch,24.8,CHUVOSA,0.78,0.003,1
4.0,0.6672,235,2,10,8.0,BOVINO,Guzerá,IATF,Sem protocolo,21.4,SECA,0.7,0.02,1
3.5,0.89,53,2,79,7.1,BOVINO,Gir,IATF,Crestar,32.2,SECA,0.69,0.0189,1
4.0,0.6259,258,3,118,5.9,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,CHUVOSA,0.7,0.02,1
3.5,0.53,72,2,85,5.9,CAPRINO,Boer,IATF,OvSynch,29.6,SECA,0.73,0.0304,1
4.0,0.6672,168,0,55,6.9,BOVINO,Tabapuã,IATF,Sem protocolo,28.6,SECA,0.7,0.02,1
4.0,0.6672,168,0,61,3.5,BOVINO,Canchim,IATF,Sem protocolo,35.3,SECA,0.7,0.02,0
3.5,0.56,73,3,146,9.6,CAPRINO,Saanen,IATF,Crestar,21.6,CHUVOSA,0.88,0.0252,1
3.0,0.73,53,2,173,10.7,BOVINO,Guzerá,IATF,CIDR+GnRH,26.5,SECA,0.57,0.0534,1
3.0,0.5726,178,1,120,5.7,OVINO,Morada Nova,IATF,P4+EB,23.1,CHUVOSA,0.7,0.02,1
2.0,0.38,42,0,7,0.8,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,36.6,SECA,0.44,0.0106,0
4.0,0.6259,254,2,22,5.6,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,28.4,SECA,0.7,0.02,1
5.0,0.5726,169,0,15,3.7,OVINO,Texel,IATF,Sem protocolo,21.6,CHUVOSA,0.7,0.02,0
3.0,0.85,74,0,24,8.5,CAPRINO,Moxotó,IATF,CIDR+GnRH,24.2,CHUVOSA,0.36,0.0169,1
3.5,0.7,94,4,169,8.7,CAPRINO,Boer,IATF,P4+EB 7 dias,29.1,SECA,0.81,0.0163,1
5.0,0.6672,101,1,110,4.0,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,33.8,CHUVOSA,0.7,0.02,1
3.5,0.63,37,5,76,3.4,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,25.4,CHUVOSA,0.77,0.06,0
3.5,0.9,84,1,54,5.7,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,24.4,CHUVOSA,0.54,0.0102,1
4.0,0.67,68,3,132,7.1,BOVINO,Brahman,IATF,CIDR+GnRH,27.9,CHUVOSA,0.71,0.0072,1
3.5,0.65,75,1,133,7.8,CAPRINO,Moxotó,IATF,Crestar,28.6,SECA,0.37,0.06,1
5.0,0.6259,60,1,56,4.4,CAPRINO,Moxotó,IATF,P4+EB,37.0,SECA,0.7,0.02,0
2.5,0.26,54,3,99,1.6,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,22.7,CHUVOSA,0.76,0.0403,0
4.0,0.6,45,3,115,8.0,BOVINO,Gir,IATF,Crestar,27.9,SECA,0.51,0.0104,1
3.0,0.6672,47,1,79,7.1,BOVINO,Gir,IATF,IATF 7 dias,26.0,SECA,0.7,0.02,1
1.0,0.6259,86,5,14,4.2,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,35.7,SECA,0.7,0.02,0
3.5,0.73,104,3,91,8.1,OVINO,Somalis Brasileira,IATF,CIDR+GnRH,25.6,SECA,0.92,0.0104,1
4.0,0.81,98,3,144,8.2,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,24.9,SECA,0.92,0.06,1
3.0,0.6672,168,0,49,7.3,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,23.3,CHUVOSA,0.7,0.02,0
3.0,0.49,56,1,1,3.1,OVINO,Santa Inês,IATF,OvSynch,31.2,SECA,0.23,0.0116,0
3.5,0.5,86,3,63,6.9,CAPRINO,Saanen,IATF,P4+EB 7 dias,28.6,CHUVOSA,0.67,0.034,1
4.0,0.6672,168,0,5,7.2,BOVINO,Brahman,IATF,Ovsynch,29.8,SECA,0.7,0.02,1
3.0,0.35,36,3,113,3.8,BOVINO,Angus,IATF,OvSynch,35.5,SECA,0.35,0.0168,0
4.0,0.6672,95,1,70,4.3,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,21.5,CHUVOSA,0.7,0.02,0
5.0,0.28,78,0,131,5.2,CAPRINO,Saanen,IATF,OvSynch,35.8,SECA,0.31,0.0447,0
3.0,0.49,17,0,8,1.8,BOVINO,Nelore,IATF,Crestar,28.4,CHUVOSA,0.93,0.127,0
2.5,0.54,69,1,109,6.7,OVINO,Morada Nova,IATF,OvSynch,34.0,SECA,0.7,0.2314,0
4.0,0.6672,168,0,55,5.9,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,37.6,CHUVOSA,0.7,0.02,0
3.5,0.61,55,2,87,9.4,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,26.7,CHUVOSA,0.8,0.0497,1
4.0,0.5726,96,2,40,7.7,OVINO,Santa Inês,IATF,GnRH+PGF2α,23.9,SECA,0.7,0.02,1
3.0,0.76,46,4,25,6.9,BOVINO,Brahman,IATF,P4+EB 7 dias,30.0,SECA,0.79,0.0034,1
2.0,0.28,53,1,9,8.6,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,28.3,SECA,0.37,0.0485,0
5.0,0.6259,244,1,56,4.1,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,SECA,0.7,0.02,1
4.0,0.5726,268,4,97,5.6,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,18.2,CHUVOSA,0.7,0.02,1
3.5,0.65,82,3,89,9.1,CAPRINO,Boer,IATF,OvSynch,27.9,CHUVOSA,0.55,0.0228,1
3.0,0.89,72,6,120,9.3,OVINO,Santa Inês,IATF,CIDR+GnRH,24.2,SECA,0.45,0.0141,1
4.0,0.66,74,3,134,6.0,CAPRINO,Saanen,IATF,Crestar,25.4,CHUVOSA,0.52,0.06,1
2.5,0.25,43,1,39,9.1,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,24.8,SECA,0.63,0.0281,0
3.5,0.47,107,3,41,5.5,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,32.0,SECA,0.73,0.0363,1
1.0,0.6672,168,0,21,5.7,BOVINO,Nelore,IATF,Resynch,30.4,CHUVOSA,0.7,0.02,0
2.0,0.6672,287,1,16,7.0,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,27.2,SECA,0.7,0.02,1
1.5,0.38,72,2,118,4.6,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,30.6,CHUVOSA,0.76,0.1968,0
3.0,0.6259,199,1,51,4.0,CAPRINO,Anglo Nubiana,IATF,Resynch,24.5,CHUVOSA,0.7,0.02,0
1.0,0.5726,273,2,88,6.4,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,30.0,SECA,0.7,0.02,1
4.0,0.5726,169,0,65,5.2,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,28.0,SECA,0.7,0.02,1
4.0,0.5726,169,0,6,7.8,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,39.6,CHUVOSA,0.7,0.02,1
4.0,0.5726,156,1,32,7.7,OVINO,Dorper,IATF,P4+BE+PGF,25.1,CHUVOSA,0.7,0.02,1
2.5,0.92,64,4,97,10.2,CAPRINO,Saanen,IATF,OvSynch,26.6,SECA,0.63,0.06,1
4.0,0.6672,235,1,41,5.9,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,38.8,SECA,0.7,0.02,0
4.0,0.5726,169,0,114,2.8,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,23.2,SECA,0.7,0.02,0
4.0,0.6672,168,0,47,6.0,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,21.0,SECA,0.7,0.02,0
5.0,0.6672,168,0,106,4.2,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,29.9,CHUVOSA,0.7,0.02,0
4.0,0.6672,71,5,102,7.4,BOVINO,Guzerá,IATF,Sem protocolo,20.4,CHUVOSA,0.7,0.02,1
2.5,0.3,34,0,159,3.8,OVINO,Suffolk,IATF,CIDR+GnRH,30.8,CHUVOSA,0.68,0.0099,0
5.0,0.5726,38,4,16,4.5,OVINO,Somalis,IATF,Ovsynch,28.0,SECA,0.7,0.02,0
2.5,0.57,85,2,176,8.2,CAPRINO,Saanen,IATF,P4+EB 7 dias,23.8,SECA,0.57,0.0439,1
1.0,0.5726,169,0,48,7.0,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,36.1,SECA,0.7,0.02,0
3.5,0.69,65,2,118,5.2,BOVINO,Simmental,IATF,OvSynch,30.7,CHUVOSA,0.81,0.06,1
5.0,0.6259,157,0,49,2.7,CAPRINO,Anglo Nubiana,IA_CONVENCIONAL,IA_CONVENCIONAL,36.8,SECA,0.7,0.02,1
5.0,0.5726,169,0,33,4.9,OVINO,Somalis,IATF,Cosynch,25.0,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,40,4.9,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,30.7,SECA,0.7,0.02,0
4.0,0.8,97,5,37,6.5,BOVINO,Brahman,IATF,Crestar,25.8,SECA,0.68,0.0147,1
3.0,0.6672,168,0,53,7.8,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,28.5,SECA,0.7,0.02,1
3.0,0.6672,252,3,59,7.0,BOVINO,Nelore,IATF,Select Synch,20.1,SECA,0.7,0.02,0
4.5,0.31,48,0,19,4.9,BOVINO,Brahman,IATF,CIDR+GnRH,29.8,SECA,0.63,0.0034,0
2.0,0.6672,120,1,95,6.1,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,27.5,SECA,0.7,0.02,0
3.0,0.41,72,3,105,5.3,CAPRINO,Boer,IATF,OvSynch,30.6,CHUVOSA,0.39,0.06,0
5.0,0.5726,169,0,117,5.8,OVINO,Somalis,IATF,Sem protocolo,31.7,SECA,0.7,0.02,0
4.0,0.55,52,4,175,7.0,BOVINO,Gir,IATF,P4+EB 7 dias,31.3,SECA,0.9,0.06,1
5.0,0.6672,168,0,64,4.7,BOVINO,Brahman,IATF,Sem protocolo,20.4,CHUVOSA,0.7,0.02,1
4.0,0.5726,169,0,18,6.7,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,26.4,SECA,0.7,0.02,0
2.0,0.6259,44,2,35,5.9,CAPRINO,Toggenburg,IATF,Ovsynch,36.3,CHUVOSA,0.7,0.02,1
4.0,0.6672,292,1,80,5.7,BOVINO,Gir,IATF,Sem protocolo,20.4,CHUVOSA,0.7,0.02,1
3.5,0.21,53,0,62,5.5,CAPRINO,Boer,IATF,Crestar,21.7,CHUVOSA,0.81,0.0099,0
4.0,0.6672,272,1,119,6.4,BOVINO,Nelore,IATF,Sem protocolo,24.4,CHUVOSA,0.7,0.02,1
4.0,0.6,98,2,177,6.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,29.1,SECA,0.89,0.0464,1
3.0,0.79,90,0,36,8.3,CAPRINO,Boer,IATF,CIDR+GnRH,33.2,CHUVOSA,0.83,0.0411,1
3.5,0.23,56,3,171,3.3,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,26.6,CHUVOSA,0.83,0.0194,0
2.5,0.12,49,1,118,1.2,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,20.8,CHUVOSA,0.64,0.06,0
3.5,0.57,104,3,67,10.3,CAPRINO,Moxotó,IATF,Crestar,18.1,CHUVOSA,0.36,0.0071,1
2.5,0.71,72,3,145,8.7,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,22.5,SECA,0.84,0.0001,1
2.5,0.71,97,3,127,7.4,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,20.6,CHUVOSA,0.77,0.0344,1
2.0,0.6259,157,0,80,6.0,CAPRINO,Boer,IATF,Resynch,37.3,SECA,0.7,0.02,0
4.0,0.6672,111,1,36,8.7,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,28.2,CHUVOSA,0.7,0.02,0
4.0,0.5726,189,2,50,7.1,OVINO,Dorper,IATF,Ovsynch,20.3,CHUVOSA,0.7,0.02,1
4.0,0.6672,222,1,84,7.1,BOVINO,Girolando,IATF,Ovsynch,36.9,SECA,0.7,0.02,1
3.0,0.18,29,1,10,1.9,OVINO,Suffolk,IATF,CIDR+GnRH,22.7,CHUVOSA,0.85,0.06,0
5.0,0.6672,175,1,83,5.9,BOVINO,Gir,IATF,Select Synch,32.5,CHUVOSA,0.7,0.02,1
2.5,0.18,60,0,50,2.5,OVINO,Morada Nova,IATF,CIDR+GnRH,21.9,CHUVOSA,0.72,0.0092,0
2.0,0.6672,168,0,108,6.2,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,30.4,SECA,0.7,0.02,0
3.0,0.6672,168,0,90,3.4,BOVINO,Brahman,IATF,Select Synch,22.3,CHUVOSA,0.7,0.02,1
4.0,0.5726,78,1,81,8.1,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,39.7,SECA,0.7,0.02,0
3.0,0.25,50,3,102,2.7,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,25.5,SECA,0.71,0.0132,0
4.0,0.6259,157,0,94,3.1,CAPRINO,Anglo Nubiana,IATF,Sem protocolo,35.0,CHUVOSA,0.7,0.02,1
4.0,0.74,94,1,77,6.3,CAPRINO,Anglo-nubiano,IATF,Crestar,20.4,CHUVOSA,0.64,0.0105,1
3.0,0.6672,294,1,56,8.4,BOVINO,Nelore,IATF,IATF 7 dias,31.2,CHUVOSA,0.7,0.02,1
4.0,0.5726,169,0,118,4.1,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,27.1,CHUVOSA,0.7,0.02,1
4.0,0.6259,160,1,66,3.3,CAPRINO,Repartida,IATF,Ovsynch,30.2,CHUVOSA,0.7,0.02,1
4.0,0.6672,218,4,58,8.4,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,22.9,SECA,0.7,0.02,1
3.0,0.76,84,3,99,6.4,BOVINO,Nelore,IATF,Crestar,29.4,SECA,0.68,0.0025,1
3.5,0.88,87,3,45,5.6,OVINO,Suffolk,IATF,CIDR+GnRH,24.0,SECA,0.83,0.0195,1
5.0,0.6259,157,0,96,1.5,CAPRINO,Anglo Nubiana,IATF,Cosynch,28.9,CHUVOSA,0.7,0.02,1
5.0,0.6672,130,1,86,6.8,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,39.0,CHUVOSA,0.7,0.02,1
3.5,0.68,97,4,172,10.1,CAPRINO,Anglo-nubiano,IATF,OvSynch,26.6,CHUVOSA,0.71,0.0337,1
2.5,0.32,37,0,74,2.6,BOVINO,Nelore,IATF,OvSynch,23.5,SECA,0.73,0.0327,0
3.0,0.65,75,2,47,7.4,CAPRINO,Boer,IATF,CIDR+GnRH,25.2,SECA,0.72,0.0093,1
5.0,0.6672,150,2,31,8.2,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,30.3,SECA,0.7,0.02,1
3.5,0.87,54,1,115,8.9,OVINO,Suffolk,IATF,CIDR+GnRH,26.7,SECA,0.73,0.0209,1
3.5,0.83,71,2,83,6.4,OVINO,Morada Nova,IATF,Crestar,28.6,CHUVOSA,0.62,0.0185,1
5.0,0.6672,168,0,46,7.2,BOVINO,Guzerá,IATF,Sem protocolo,36.9,CHUVOSA,0.7,0.02,1
2.5,0.41,30,2,139,3.9,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,24.4,CHUVOSA,0.56,0.0124,0
3.5,0.65,84,2,115,3.0,CAPRINO,Moxotó,IATF,CIDR+GnRH,21.4,CHUVOSA,0.91,0.06,1
3.0,0.6259,42,3,54,6.1,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,31.8,SECA,0.7,0.02,1
5.0,0.3,51,5,54,4.6,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,37.1,SECA,0.76,0.06,0
4.0,0.81,54,2,173,6.2,BOVINO,Nelore,IATF,Crestar,21.9,CHUVOSA,0.62,0.0181,1
5.0,0.6259,53,3,69,5.0,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,31.5,SECA,0.7,0.02,1
4.0,0.6259,188,1,33,5.0,CAPRINO,Moxotó,IATF,P4+EB,35.7,SECA,0.7,0.02,1
1.0,0.5726,169,0,13,8.0,OVINO,Texel,IATF,Sem protocolo,18.5,CHUVOSA,0.7,0.02,0
5.0,0.6672,168,0,82,6.1,BOVINO,Sindi,IATF,Select Synch,35.9,SECA,0.7,0.02,0
2.0,0.6672,129,1,44,6.3,BOVINO,Nelore,IATF,GnRH+PGF2α,38.3,SECA,0.7,0.02,1
3.0,0.66,47,3,107,7.4,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,25.5,SECA,0.18,0.0229,1
4.0,0.64,107,2,104,5.4,OVINO,Santa Inês,IATF,CIDR+GnRH,35.0,CHUVOSA,0.7,0.0219,1
4.0,0.86,96,2,154,8.6,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,28.0,SECA,0.93,0.019,1
3.0,0.6672,257,2,24,6.1,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,28.2,CHUVOSA,0.7,0.02,0
1.5,0.4,27,0,162,11.7,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,32.4,CHUVOSA,0.69,0.0349,0
3.0,0.6672,168,0,53,7.9,BOVINO,Brahman,IATF,Ovsynch,33.5,SECA,0.7,0.02,1
3.0,0.24,42,1,61,3.9,BOVINO,Nelore,IATF,CIDR+GnRH,39.2,SECA,0.67,0.0588,0
4.0,0.6672,239,4,62,6.9,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,39.8,CHUVOSA,0.7,0.02,1
3.0,0.5726,169,0,52,5.0,OVINO,Morada Nova,IATF,Cosynch,33.9,SECA,0.7,0.02,0
2.0,0.6672,168,0,70,8.2,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,31.8,CHUVOSA,0.7,0.02,1
